Order ID	Order Date	Order Priority	Order Quantity	Unit Price	Sales	Ship Mode	Shipping Cost	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date			
20160	22/10/2011	Low	42	10.36	435.24	Express Air	1.79	Northwest Territories	Small Business	Office Supplies	Paper	Wrap Bag	10/24/2011			
35	22/10/2011	Not Specified	30	9.62	288.56	Regular Air	2.25	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/23/2011			
53728	22/10/2011	High	27	55.65	1502.66	Regular Air	1.49	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/23/2011			
35	22/10/2011	Not Specified	14	135.20	1892.848	Regular Air	8.99	British Columbia	Corporate	Technology	Telephones and Communication	Small Box	10/24/2011			
8773	22/10/2011	Critical	5	44.16	220.7875	Regular Air	5	Nova Scotia	Home Office	Technology	Telephones and Communication	Small Pack	10/22/2011			
4387	22/10/2011	Critical	4	160.05	640.21	Delivery Truck	39.25	Ontario	Corporate	Furniture	Tables	Jumbo Box	10/23/2011			
11040	23/10/2011	Not Specified	44	25.05	1102.28	Regular Air	6.71	Ontario	Corporate	Office Supplies	Envelopes	Small Box	10/23/2011			
4512	24/10/2011	Low	43	141.33	6077.11	Delivery Truck	43.75	Ontario	Home Office	Furniture	Tables	Jumbo Box	10/29/2011			
21893	24/10/2011	Critical	30	17.74	532.11	Express Air	8.13	Ontario	Home Office	Office Supplies	Envelopes	Small Box	10/25/2011			
47106	25/10/2011	Medium	40	165.46	6618.457	Regular Air	5.99	Nova Scotia	Home Office	Technology	Telephones and Communication	Small Box	10/27/2011			
47106	25/10/2011	Medium	37	59.26	2192.63	Regular Air	3.99	Quebec	Home Office	Office Supplies	Appliances	Small Box	10/27/2011			
20384	25/10/2011	Low	32	215.70	6902.51	Delivery Truck	110.2	Quebec	Corporate	Furniture	Tables	Jumbo Box	10/29/2011			
20384	25/10/2011	Low	30	13.22	396.6	Regular Air	9.37	Quebec	Corporate	Office Supplies	Storage & Organization	Small Box	11/01/2011			
33987	25/10/2011	High	27	56.34	1521.1345	Regular Air	3.99	British Columbia	Small Business	Technology	Telephones and Communication	Small Box	10/26/2011			
33987	25/10/2011	High	19	85.10	1616.87	Delivery Truck	30	Ontario	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	10/26/2011			
39041	26/10/2011	Critical	47	8.89	418.03	Express Air	7.96	British Columbia	Corporate	Furniture	Office Furnishings	Small Box	10/26/2011			
26144	26/10/2011	High	28	2.71	75.74	Regular Air	0.99	Saskachewan	Small Business	Office Supplies	Labels	Small Box	10/27/2011			
13472	26/10/2011	Critical	26	4.08	106.03	Regular Air	0.5	Nova Scotia	Home Office	Office Supplies	Labels	Small Box	10/27/2011			
39041	26/10/2011	Critical	23	14.65	336.86	Regular Air	5.3	British Columbia	Corporate	Furniture	Office Furnishings	Wrap Bag	10/28/2011			
52195	26/10/2011	Not Specified	19	14.05	267	Regular Air	7.17	Nova Scotia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	10/27/2011			
27717	26/10/2011	Critical	19	3.96	75.19	Regular Air	7.5	Manitoba	Corporate	Office Supplies	Labels	Small Box	10/29/2011			
58055	27/10/2011	Critical	26	8.02	208.6	Regular Air	5.21	Prince Edward Island	Consumer	Furniture	Office Furnishings	Small Box	10/29/2011			
31109	28/10/2011	Low	49	30.92	1515	Regular Air	12.62	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/01/2011			
17377	28/10/2011	Low	39	2.83	110.38	Regular Air	1.2	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/30/2011			
34082	28/10/2011	Not Specified	35	21.84	764.32	Regular Air	8.99	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	10/30/2011			
32001	28/10/2011	Low	22	22.49	494.84	Regular Air	3.63	Quebec	Small Business	Furniture	Office Furnishings	Small Pack	11/02/2011			
34082	28/10/2011	Not Specified	20	1.93	38.56	Regular Air	1.49	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/29/2011			
34082	28/10/2011	Not Specified	19	133.48	2536.18	Regular Air	19.99	Ontario	Corporate	Office Supplies	Storage & Organization	Small Box	10/29/2011			
32001	28/10/2011	Low	11	313.02	3443.21	Regular Air	13.99	Quebec	Small Business	Technology	Office Machines	Medium Box	10/30/2011			
57287	28/10/2011	Not Specified	11	42.92	472.12	Regular Air	1.99	Saskachewan	Corporate	Technology	Computer Peripherals	Small Pack	10/29/2011			
53283	28/10/2011	High	2	12.54	25.07	Regular Air	5.76	British Columbia	Home Office	Technology	Office Machines	Medium Box	10/29/2011			
22657	29/10/2011	High	36	265.12	9544.18	Express Air	11.25	British Columbia	Corporate	Technology	Computer Peripherals	Small Box	10/30/2011			
48164	29/10/2011	High	33	2.86	94.39	Regular Air	0.7	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	10/31/2011			
5092	29/10/2011	Low	25	39.15	978.77	Regular Air	13.26	Nova Scotia	Consumer	Office Supplies	Paper	Small Box	11/03/2011			
38628	29/10/2011	Low	23	29.04	667.998	Regular Air	1.25	New Brunswick	Small Business	Technology	Telephones and Communication	Small Pack	11/03/2011			
22657	29/10/2011	High	8	4.12	32.92	Regular Air	2	British Columbia	Corporate	Office Supplies	Rubber Bands	Wrap Bag	10/30/2011			
5092	29/10/2011	Low	3	236.35	709.04	Delivery Truck	64.66	Nova Scotia	Consumer	Furniture	Bookcases	Jumbo Box	10/29/2011			
27559	30/10/2011	High	38	12.26	465.9	Regular Air	4.86	Nova Scotia	Home Office	Office Supplies	Paper	Small Box	10/31/2011			
20898	30/10/2011	Medium	33	53.23	1756.593	Regular Air	5.63	Yukon	Consumer	Technology	Telephones and Communication	Small Box	11/01/2011			
19557	30/10/2011	Low	26	2.56	66.6	Regular Air	0.8	Manitoba	Corporate	Office Supplies	Rubber Bands	Wrap Bag	11/03/2011			
19557	30/10/2011	Low	9	34.69	312.25	Regular Air	5.1	Manitoba	Corporate	Office Supplies	Storage & Organization	Small Box	10/30/2011			
420	30/10/2011	Not Specified	8	5.41	43.29	Regular Air	4.86	Alberta	Small Business	Office Supplies	Paper	Small Box	10/30/2011			
420	30/10/2011	Not Specified	6	6.95	41.7	Regular Air	5.37	Alberta	Small Business	Office Supplies	Paper	Small Box	11/01/2011			
50726	31/10/2011	Low	45	205.53	9248.74	Delivery Truck	23.76	Alberta	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	11/04/2011			
51557	31/10/2011	High	36	48.59	1749.07	Regular Air	5.79	Alberta	Corporate	Office Supplies	Paper	Small Box	11/02/2011			
59205	31/10/2011	Critical	35	17.06	597.04	Regular Air	7.04	Saskachewan	Home Office	Office Supplies	Storage & Organization	Small Box	11/02/2011			
23781	31/10/2011	Critical	30	6.67	200.24	Regular Air	5.84	Saskachewan	Home Office	Office Supplies	Paper	Small Box	11/02/2011			
50726	31/10/2011	Low	21	4.71	98.88	Express Air	0.99	Alberta	Corporate	Office Supplies	Labels	Small Box	10/31/2011			
51557	31/10/2011	High	14	2.71	37.9	Regular Air	2.4	Alberta	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/31/2011			
59205	31/10/2011	Critical	11	4.96	54.59	Regular Air	6.89	Saskachewan	Home Office	Office Supplies	Labels	Small Box	11/02/2011			
57091	31/10/2011	Medium	6	2.48	14.85	Express Air	1.02	Ontario	Home Office	Office Supplies	Rubber Bands	Wrap Bag	11/01/2011			
52162	01/11/2011	Not Specified	47	3.30	155.22	Regular Air	1.35	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	11/02/2011			
54368	01/11/2011	Not Specified	43	39.09	1680.977	Regular Air	4.99	Quebec	Small Business	Technology	Telephones and Communication	Small Box	11/02/2011			
55425	01/11/2011	Critical	42	104.14	4373.8535	Express Air	7.69	Newfoundland	Corporate	Technology	Telephones and Communication	Small Box	11/02/2011			
52162	01/11/2011	Not Specified	39	6.70	261.16	Regular Air	9.68	Ontario	Home Office	Furniture	Bookcases	Jumbo Box	11/01/2011			
5281	01/11/2011	High	36	131.49	4733.7	Delivery Truck	30	Manitoba	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	11/02/2011			
54368	01/11/2011	Not Specified	31	7.52	233.2	Regular Air	5.83	Quebec	Small Business	Office Supplies	Paper	Wrap Bag	11/03/2011			
54368	01/11/2011	Not Specified	16	4.97	79.53	Regular Air	5.49	Quebec	Small Business	Office Supplies	Paper	Small Box	11/02/2011			
5281	01/11/2011	High	14	194.15	2718.07	Regular Air	21.21	Manitoba	Consumer	Furniture	Office Furnishings	Large Box	11/02/2011			
55425	01/11/2011	Critical	8	287.80	2302.36	Express Air	7.18	Quebec	Corporate	Technology	Computer Peripherals	Small Box	11/03/2011			
55425	01/11/2011	Critical	7	10.55	73.86	Regular Air	9.45	Nova Scotia	Corporate	Office Supplies	Storage & Organization	Small Box	11/02/2011			
36	02/11/2011	Critical	46	54.02	2484.7455	Regular Air	4.2	Alberta	Home Office	Technology	Telephones and Communication	Small Box	11/02/2011			
56577	02/11/2011	Critical	30	249.90	7497.08	Delivery Truck	54.12	Yukon	Small Business	Furniture	Tables	Jumbo Box	11/03/2011			
34179	02/11/2011	Not Specified	21	13.97	293.27	Regular Air	1.99	Alberta	Corporate	Technology	Computer Peripherals	Small Pack	11/04/2011			
55206	02/11/2011	Medium	20	2.64	52.7	Express Air	4.79	Quebec	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/03/2011			
56577	02/11/2011	Critical	19	59.69	1134.2	Delivery Truck	36.61	Alberta	Small Business	Furniture	Bookcases	Jumbo Box	11/04/2011			
54116	03/11/2011	Critical	22	151.33	3329.27	Delivery Truck	16.01	Alberta	Small Business	Furniture	Tables	Jumbo Box	11/04/2011			
53056	03/11/2011	Critical	13	39.19	509.49	Regular Air	8.97	British Columbia	Corporate	Technology	Office Machines	Small Box	11/04/2011			
33254	03/11/2011	Not Specified	11	42.40	466.35	Regular Air	9.2	Manitoba	Home Office	Furniture	Office Furnishings	Wrap Bag	11/05/2011			
52321	05/11/2011	High	48	12.86	617.26	Regular Air	6.13	Northwest Territories	Small Business	Office Supplies	Storage & Organization	Small Box	11/07/2011			
52321	05/11/2011	High	45	291.22	13104.992	Delivery Truck	60	Northwest Territories	Small Business	Furniture	Tables	Jumbo Drum	11/05/2011			
58690	05/11/2011	High	14	215.98	3023.73	Delivery Truck	69.64	Ontario	Small Business	Furniture	Tables	Jumbo Box	11/06/2011			
51009	05/11/2011	Not Specified	10	4.80	48	Regular Air	6.92	Manitoba	Corporate	Furniture	Office Furnishings	Small Box	11/07/2011			
31399	05/11/2011	Not Specified	9	37.47	337.2035	Regular Air	4.99	Alberta	Consumer	Technology	Telephones and Communication	Small Box	11/06/2011			
1191	06/11/2011	Medium	35	100.94	3532.96	Delivery Truck	60	Quebec	Home Office	Furniture	Tables	Jumbo Drum	11/07/2011			
46503	06/11/2011	Not Specified	26	46.03	1196.7915	Regular Air	1.25	Ontario	Small Business	Technology	Telephones and Communication	Small Pack	11/09/2011			
4672	06/11/2011	Critical	20	7.62	152.44	Regular Air	3.68	Alberta	Corporate	Furniture	Office Furnishings	Wrap Bag	11/07/2011			
51525	07/11/2011	Critical	46	31.81	1463.27	Regular Air	8.22	Nova Scotia	Home Office	Office Supplies	Storage & Organization	Small Box	11/09/2011			
3008	07/11/2011	Medium	41	166.63	6831.72	Regular Air	19.99	Yukon	Consumer	Office Supplies	Envelopes	Small Box	11/08/2011			
36387	07/11/2011	High	32	19.26	616.39	Regular Air	1.99	Alberta	Corporate	Technology	Computer Peripherals	Small Pack	11/10/2011			
43459	07/11/2011	Critical	26	534.84	13905.88	Regular Air	24.49	Yukon	Consumer	Technology	Office Machines	Large Box	11/08/2011			
51525	07/11/2011	Critical	18	20.01	360.24	Express Air	4	Nova Scotia	Home Office	Technology	Computer Peripherals	Small Box	11/09/2011			
24931	07/11/2011	Low	9	16.63	149.64	Regular Air	5.08	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/11/2011			
52930	08/11/2011	Low	40	46.64	1865.5885	Regular Air	1.25	Ontario	Corporate	Technology	Telephones and Communication	Small Pack	11/08/2011			
52930	08/11/2011	Low	39	5.77	225.17	Regular Air	8.09	Ontario	Corporate	Office Supplies	Paper	Small Box	11/13/2011			
12448	08/11/2011	Critical	33	7.28	240.27	Regular Air	11.51	Quebec	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/11/2011			
12448	08/11/2011	Critical	24	283.43	6802.37	Delivery Truck	69.55	Quebec	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	11/09/2011			
52930	08/11/2011	Low	24	46.34	1112.157	Regular Air	3.3	Ontario	Corporate	Technology	Telephones and Communication	Small Pack	11/08/2011			
52930	08/11/2011	Low	16	8.56	136.98	Regular Air	1.39	Ontario	Corporate	Office Supplies	Envelopes	Small Box	11/12/2011			
32198	09/11/2011	Medium	31	7.76	240.63	Regular Air	5.53	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	11/09/2011			
3141	09/11/2011	Critical	30	17.83	534.96	Regular Air	3.17	Quebec	Home Office	Technology	Computer Peripherals	Small Pack	11/11/2011			
10369	09/11/2011	Low	23	29.73	683.68	Regular Air	8.99	British Columbia	Home Office	Technology	Computer Peripherals	Small Pack	11/14/2011			
10369	09/11/2011	Low	4	6.84	27.34	Regular Air	4.96	British Columbia	Home Office	Office Supplies	Paper	Small Box	11/11/2011			
35587	10/11/2011	Critical	43	4.86	208.77	Regular Air	5.72	British Columbia	Consumer	Furniture	Office Furnishings	Small Pack	11/11/2011			
37223	10/11/2011	Low	40	16.99	679.52	Regular Air	9.47	Ontario	Home Office	Office Supplies	Storage & Organization	Small Box	11/17/2011			
37223	10/11/2011	Low	38	136.22	5176.27	Regular Air	35	Ontario	Home Office	Office Supplies	Storage & Organization	Large Box	11/15/2011			
11652	10/11/2011	Not Specified	37	6.05	223.82	Regular Air	10.39	Ontario	Home Office	Office Supplies	Paper	Small Box	11/11/2011			
17926	10/11/2011	Critical	37	16.44	608.33	Regular Air	8.78	British Columbia	Consumer	Office Supplies	Storage & Organization	Small Box	11/12/2011			
11652	10/11/2011	Not Specified	35	32.98	1154.14	Regular Air	5.5	Ontario	Home Office	Technology	Computer Peripherals	Small Box	11/11/2011			
28870	10/11/2011	High	35	94.60	3310.9455	Regular Air	2.5	Northwest Territories	Corporate	Technology	Telephones and Communication	Small Box	11/13/2011			
6432	10/11/2011	Critical	30	10.37	311.08	Regular Air	4.5	Ontario	Corporate	Office Supplies	Appliances	Small Box	11/12/2011			
28870	10/11/2011	High	27	42.77	1154.89	Regular Air	6.5	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	11/11/2011			
11652	10/11/2011	Not Specified	25	4.88	122.09	Regular Air	2.04	Ontario	Home Office	Office Supplies	Paper	Wrap Bag	11/12/2011			
37223	10/11/2011	Low	21	130.08	2731.73	Express Air	8.99	Ontario	Home Office	Technology	Telephones and Communication	Small Box	11/14/2011			
11652	10/11/2011	Not Specified	1	61.46	61.4635	Regular Air	8.99	Ontario	Home Office	Technology	Telephones and Communication	Small Box	11/12/2011			
51783	11/11/2011	Medium	47	76.33	3587.72	Delivery Truck	89.3	Quebec	Consumer	Furniture	Tables	Jumbo Box	11/13/2011			
51783	11/11/2011	Medium	13	49.73	646.55	Regular Air	5.79	Ontario	Consumer	Office Supplies	Paper	Small Box	11/13/2011			
51783	11/11/2011	Medium	10	187.52	1875.18	Delivery Truck	29.21	Nova Scotia	Consumer	Furniture	Tables	Jumbo Box	11/13/2011			
33126	12/11/2011	Critical	46	130.00	5979.84	Express Air	12.65	British Columbia	Small Business	Furniture	Chairs & Chairmats	Medium Box	11/13/2011			
5925	12/11/2011	Low	44	89.15	3922.42	Regular Air	39.61	Nunavut	Home Office	Furniture	Office Furnishings	Medium Box	11/19/2011			
35239	12/11/2011	Critical	38	59.42	2257.88	Regular Air	9.71	British Columbia	Small Business	Office Supplies	Storage & Organization	Small Box	11/14/2011			
57700	12/11/2011	Medium	38	47.54	1806.43	Regular Air	3.61	Nova Scotia	Corporate	Technology	Computer Peripherals	Small Pack	11/12/2011			
33126	12/11/2011	Critical	28	6.28	175.76	Regular Air	0.5	British Columbia	Small Business	Office Supplies	Labels	Small Box	11/14/2011			
5925	12/11/2011	Low	25	69.33	1733.3625	Regular Air	0.99	Nunavut	Home Office	Technology	Telephones and Communication	Wrap Bag	11/19/2011			
35239	12/11/2011	Critical	21	5.20	109.29	Regular Air	6.26	British Columbia	Small Business	Office Supplies	Paper	Small Box	11/13/2011			
10944	12/11/2011	High	9	20.18	181.66	Regular Air	8.51	British Columbia	Small Business	Technology	Office Machines	Medium Box	11/14/2011			
16260	13/11/2011	High	47	318.30	14960.096	Delivery Truck	42.52	Ontario	Corporate	Furniture	Tables	Jumbo Box	11/14/2011			
40934	13/11/2011	Not Specified	28	1.77	49.49	Regular Air	0.7	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	11/14/2011			
40934	13/11/2011	Not Specified	11	36.74	404.1495	Regular Air	4.99	Quebec	Home Office	Technology	Telephones and Communication	Small Box	11/15/2011			
3235	14/11/2011	Low	31	4.61	142.97	Express Air	0.7	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	11/16/2011			
871	14/11/2011	Low	17	6.17	104.94	Regular Air	5.22	Yukon	Home Office	Furniture	Office Furnishings	Small Box	11/14/2011			
59554	15/11/2011	Critical	40	17.97	718.6	Regular Air	4	Ontario	Consumer	Technology	Computer Peripherals	Small Box	11/16/2011			
38272	15/11/2011	Critical	39	1.82	71.04	Regular Air	1.49	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	11/17/2011			
59973	15/11/2011	Low	30	166.10	4982.944	Delivery Truck	29.1	Saskachewan	Small Business	Furniture	Tables	Jumbo Box	11/19/2011			
59973	15/11/2011	Low	29	380.68	11039.75	Delivery Truck	14.7	Saskachewan	Small Business	Technology	Office Machines	Jumbo Drum	11/15/2011			
14662	16/11/2011	High	48	5.37	257.75	Regular Air	4.75	Nova Scotia	Corporate	Office Supplies	Paper	Small Box	11/17/2011			
14662	16/11/2011	High	48	107.08	5139.882	Regular Air	8.99	Nova Scotia	Corporate	Technology	Telephones and Communication	Small Box	11/17/2011			
41413	16/11/2011	Low	46	38.38	1765.64	Regular Air	14.45	British Columbia	Corporate	Furniture	Office Furnishings	Large Box	11/18/2011			
57121	16/11/2011	Not Specified	42	4.74	199.24	Regular Air	4.72	Alberta	Consumer	Office Supplies	Paper	Small Box	11/18/2011			
6982	16/11/2011	Not Specified	41	20.59	844.09	Regular Air	10.49	Nunavut	Corporate	Furniture	Office Furnishings	Small Box	11/18/2011			
6982	16/11/2011	Not Specified	32	40.98	1311.25	Express Air	1.99	Nunavut	Corporate	Technology	Computer Peripherals	Small Pack	11/18/2011			
14662	16/11/2011	High	24	1.65	39.69	Regular Air	1	Newfoundland	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	11/17/2011			
41413	16/11/2011	Low	23	6.80	156.5	Regular Air	6	British Columbia	Corporate	Office Supplies	Paper	Small Box	11/20/2011			
41413	16/11/2011	Low	17	596.15	10134.55	Regular Air	24.49	British Columbia	Corporate	Technology	Copiers and Fax	Large Box	11/23/2011			
16993	16/11/2011	Medium	8	172.99	1383.919	Regular Air	2.5	New Brunswick	Small Business	Technology	Telephones and Communication	Small Box	11/16/2011			
6982	16/11/2011	Not Specified	5	108.88	544.41	Delivery Truck	57.38	Nunavut	Corporate	Furniture	Bookcases	Jumbo Box	11/18/2011			
57121	16/11/2011	Not Specified	3	168.22	504.6705	Regular Air	4.2	Alberta	Consumer	Technology	Telephones and Communication	Small Box	11/18/2011			
44003	17/11/2011	Low	38	5.33	202.42	Regular Air	2.99	British Columbia	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/21/2011			
46951	17/11/2011	Critical	26	91.51	2379.3285	Regular Air	5.92	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	11/18/2011			
15264	17/11/2011	Medium	13	6.93	90.15	Regular Air	0.49	Quebec	Home Office	Office Supplies	Labels	Small Box	11/17/2011			
15264	17/11/2011	Medium	3	1193.84	3581.52	Regular Air	19.99	Quebec	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/19/2011			
35687	18/11/2011	Not Specified	48	12.92	620.23	Express Air	4.98	Manitoba	Home Office	Furniture	Office Furnishings	Small Pack	11/19/2011			
21859	18/11/2011	High	42	9.56	401.37	Regular Air	5.71	Ontario	Corporate	Furniture	Office Furnishings	Small Box	11/19/2011			
32647	18/11/2011	High	32	20.99	671.75	Regular Air	4	Manitoba	Consumer	Technology	Computer Peripherals	Small Box	11/20/2011			
29383	18/11/2011	Medium	30	7.25	217.42	Regular Air	4	Ontario	Corporate	Furniture	Office Furnishings	Wrap Bag	11/19/2011			
51200	18/11/2011	Medium	29	55.79	1617.88	Regular Air	5.5	Alberta	Small Business	Technology	Computer Peripherals	Small Box	11/21/2011			
29383	18/11/2011	Medium	29	94.44	2738.785	Regular Air	2.5	Ontario	Corporate	Technology	Telephones and Communication	Small Box	11/20/2011			
29383	18/11/2011	Medium	28	6.97	195.11	Regular Air	8.73	Ontario	Corporate	Office Supplies	Paper	Small Box	11/19/2011			
32647	18/11/2011	High	27	353.37	9541.04	Delivery Truck	84.84	Manitoba	Consumer	Furniture	Tables	Jumbo Box	11/20/2011			
29383	18/11/2011	Medium	20	7.86	157.13	Regular Air	2.38	Ontario	Corporate	Technology	Computer Peripherals	Small Pack	11/20/2011			
20960	18/11/2011	Low	19	10.31	195.96	Regular Air	6.5	British Columbia	Corporate	Technology	Computer Peripherals	Small Box	11/23/2011			
59009	18/11/2011	Critical	19	32.36	614.91	Express Air	17.08	Ontario	Consumer	Office Supplies	Paper	Small Box	11/20/2011			
36640	18/11/2011	Not Specified	18	23.13	416.39	Express Air	1.99	Yukon	Corporate	Technology	Computer Peripherals	Small Pack	11/20/2011			
37252	19/11/2011	Low	50	46.74	2337.03	Regular Air	19.99	Manitoba	Corporate	Technology	Computer Peripherals	Small Box	11/21/2011			
44256	19/11/2011	Low	49	38.55	1889.04	Express Air	8.99	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	11/26/2011			
55873	19/11/2011	Low	48	325.06	15602.93	Delivery Truck	26.53	Manitoba	Corporate	Technology	Office Machines	Jumbo Drum	11/26/2011			
27298	19/11/2011	Low	40	195.34	7813.7	Regular Air	24.49	British Columbia	Small Business	Technology	Copiers and Fax	Large Box	11/23/2011			
44256	19/11/2011	Low	39	7.73	301.36	Regular Air	2.87	British Columbia	Corporate	Office Supplies	Paper	Wrap Bag	11/28/2011			
37252	19/11/2011	Low	34	863.10	29345.27	Delivery Truck	44.55	Manitoba	Corporate	Furniture	Bookcases	Jumbo Box	11/24/2011			
27298	19/11/2011	Low	31	5.32	164.92	Regular Air	4.86	British Columbia	Small Business	Office Supplies	Paper	Small Box	11/24/2011			
26176	19/11/2011	High	30	18.48	554.4295	Regular Air	4.81	Manitoba	Home Office	Technology	Telephones and Communication	Medium Box	11/20/2011			
25318	19/11/2011	Critical	22	20.04	440.92	Express Air	10.49	Northwest Territories	Small Business	Furniture	Office Furnishings	Small Box	11/21/2011			
37252	19/11/2011	Low	21	71.59	1503.49	Regular Air	3.5	Manitoba	Corporate	Office Supplies	Appliances	Small Box	11/21/2011			
32069	19/11/2011	Not Specified	17	6.76	114.94	Regular Air	9.68	Manitoba	Consumer	Office Supplies	Paper	Small Box	11/21/2011			
44256	19/11/2011	Low	17	6.72	114.28	Regular Air	5.84	British Columbia	Corporate	Office Supplies	Paper	Small Box	11/24/2011			
26176	19/11/2011	High	14	6.74	94.32	Regular Air	8.19	Manitoba	Home Office	Office Supplies	Paper	Small Box	11/21/2011			
49952	19/11/2011	High	12	110.31	1323.67	Express Air	5.81	Northwest Territories	Corporate	Furniture	Office Furnishings	Medium Box	11/20/2011			
32069	19/11/2011	Not Specified	8	137.50	1100	Delivery Truck	17.85	Quebec	Consumer	Technology	Office Machines	Jumbo Drum	11/19/2011			
37252	19/11/2011	Low	1	10.62	10.62	Regular Air	2.38	Manitoba	Corporate	Technology	Computer Peripherals	Small Pack	11/23/2011			
25318	19/11/2011	Critical	1	3.20	3.2	Regular Air	1.49	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/21/2011			
26214	20/11/2011	Medium	41	46.37	1901.29	Regular Air	6.77	Saskachewan	Small Business	Furniture	Office Furnishings	Small Box	11/21/2011			
26214	20/11/2011	Medium	19	16.09	305.68	Express Air	1.39	Saskachewan	Small Business	Office Supplies	Envelopes	Small Box	11/21/2011			
47747	21/11/2011	High	40	2.55	102.15	Express Air	5.33	New Brunswick	Consumer	Furniture	Office Furnishings	Small Box	11/23/2011			
42370	21/11/2011	High	33	3.80	125.27	Regular Air	4.83	Alberta	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/23/2011			
56484	21/11/2011	Not Specified	15	74.79	1121.84	Regular Air	12.14	British Columbia	Small Business	Technology	Computer Peripherals	Small Box	11/22/2011			
56484	21/11/2011	Not Specified	6	29.43	176.58	Regular Air	2.99	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/22/2011			
10342	22/11/2011	Medium	45	115.14	5181.08	Delivery Truck	58.72	Ontario	Consumer	Furniture	Bookcases	Jumbo Box	11/24/2011			
6433	22/11/2011	Medium	41	3.88	159.26	Regular Air	0.5	Quebec	Home Office	Office Supplies	Labels	Small Box	11/23/2011			
10342	22/11/2011	Medium	38	44.19	1679.04	Regular Air	14.45	Ontario	Consumer	Furniture	Office Furnishings	Large Box	11/24/2011			
26948	22/11/2011	High	38	7.21	273.89	Regular Air	7.72	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/23/2011			
10342	22/11/2011	Medium	38	278.09	10567.45	Regular Air	11.64	Ontario	Consumer	Technology	Copiers and Fax	Large Box	11/23/2011			
26948	22/11/2011	High	21	9.69	203.55	Express Air	2.25	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	11/23/2011			
34913	22/11/2011	Medium	15	7.18	107.63	Regular Air	5.48	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/24/2011			
10342	22/11/2011	Medium	2	1027.99	2055.97	Express Air	13.99	Ontario	Consumer	Technology	Office Machines	Medium Box	11/24/2011			
36359	23/11/2011	High	2	34.33	68.66	Regular Air	5.76	British Columbia	Corporate	Office Supplies	Paper	Small Box	11/24/2011			
12930	24/11/2011	High	49	23.42	1147.64	Regular Air	4.5	Yukon	Corporate	Office Supplies	Appliances	Small Box	11/25/2011			
37893	24/11/2011	Not Specified	14	31.20	436.78	Regular Air	5.5	Quebec	Corporate	Technology	Computer Peripherals	Small Box	11/25/2011			
29795	25/11/2011	High	49	394.39	19325.2	Regular Air	19.99	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/26/2011			
29795	25/11/2011	High	48	174.59	8380.22	Delivery Truck	35.02	Northwest Territories	Small Business	Furniture	Bookcases	Jumbo Box	11/26/2011			
22304	25/11/2011	Low	24	1.68	40.24	Regular Air	0.7	Manitoba	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	11/29/2011			
56039	25/11/2011	Low	23	6.81	156.66	Regular Air	5.2	Ontario	Small Business	Office Supplies	Paper	Small Box	11/30/2011			
30532	26/11/2011	High	45	11.42	514.03	Regular Air	5.01	Ontario	Home Office	Office Supplies	Paper	Small Box	11/28/2011			
